filename;rms_mean;rms_std;zcr_mean;zcr_std;tempo;n_beats;spectral_centroid_mean;spectral_centroid_std;spectral_rolloff_mean;mfcc_1_mean;mfcc_1_std;mfcc_2_mean;mfcc_2_std;mfcc_3_mean;mfcc_3_std;mfcc_4_mean;mfcc_4_std;mfcc_5_mean;mfcc_5_std;mfcc_6_mean;mfcc_6_std;mfcc_7_mean;mfcc_7_std;mfcc_8_mean;mfcc_8_std;mfcc_9_mean;mfcc_9_std;mfcc_10_mean;mfcc_10_std;mfcc_11_mean;mfcc_11_std;mfcc_12_mean;mfcc_12_std;mfcc_13_mean;mfcc_13_std;chroma_stft_mean;chroma_stft_std
Lolita - Alay (Anak Layangan).mp3;1697519;6019612;8,66E+15;4,46E+15;[99.38401442];365;1,90E+16;7,08E+15;4,28E+15;-10121147;10745767;11366054;3230002;-4689581;25583054;34831596;16652336;-14769848;13292673;2305673;14050084;-1775134;11530719;2124553;11475135;-13530764;9723948;17721426;10797404;-10843961;9234986;8667165;9555524;-12175759;8342457;3758685;28922585
Someone like you.mp3;21243685;65836206;1,17E+14;5,18E+15;[143.5546875];565;2,53E+16;6,98E+14;5,56E+15;-3357797;7597503;876277;24350136;-5379735;14655867;27561644;1389166;-33394144;11057636;16336624;8971354;-8314226;8444592;13396456;7339881;-47818484;88967905;13318128;9406093;-8520822;74597178;58590407;72415414;-35865235;6847215;3763636;28318998
Marron 5-She Will Be Loved.mp3;18768406;43619446;7,37E+15;4,30E+15;[103.359375];347;2,12E+16;7,32E+15;4,89E+15;-9686502;69698364;96017006;28109581;19708166;23177425;2116111;1481881;9850248;1322581;9644572;979255;31412542;9616528;37527015;83478365;10610399;9035624;4623875;8444785;4100546;8237817;65940747;8482633;-28321185;746014;31542677;2989158
Kita.mp3;31835705;9445569;6,98E+15;2,66E+16;[123.046875];545;1,81E+16;4,99E+16;4,11E+15;-29895157;8260084;11407237;24789293;-48408294;13269809;34878483;11619638;2912926;9163446;21548004;97982025;-11495604;9525611;17595266;812182;-11858604;7983882;14816996;7991746;-79597063;7180122;11834892;695584;-6932423;65375843;40057513;28741294
Meghan Trainor - Like I'm Gonna Lose You ft. John Legend - (www.themp3conver.mp3;13477589;67843236;8,74E+15;7,22E+15;[71.77734375];257;2,19E+16;9,54E+15;4,75E+15;-14874344;95644;8880308;35549862;13440703;25659153;21030489;17212017;6648792;1463234;8499563;13841383;18256599;14130271;-37599542;13391046;-33117416;12482584;96334845;12564504;-64498463;10238975;-4443947;10237948;-79737134;9430553;33711156;3092097
Cinta Ini Membunuhku.mp3;2550831;8572232;7,68E+15;3,97E+15;[73.828125];41;1,92E+15;5,72E+14;4,13E+15;-70866776;9557436;9487628;28605688;-5409693;29416529;3837184;11767082;16156528;12098342;65763803;17852419;-20388232;10361299;12958869;10910072;-951155;79364505;30234299;79086456;4149609;8945733;45972376;8080804;-90253105;6697095;35152212;29215255
Rlf - lo to ye.mp3;5067239;8450099;9,34E+14;2,73E+15;[80.74951172];324;1,82E+16;2,85E+16;3,80E+15;30425493;41102238;14338019;14375104;-61216476;21393654;61244152;22859324;-2107818;11595522;4283758;11848971;-2941238;8763848;31113834;8192202;-5279816;7418095;20199475;6997294;10749198;67047486;-8251087;6520297;8318128;6412951;46935806;2733731
ROAD RUNNER.mp3;42927054;19337364;1,49E+16;7,51E+15;[117.45383523];164;3,26E+16;8,02E+15;6,77E+15;38912537;9061485;55253876;30907892;-10888682;30726559;12289693;1792859;22214005;17087975;34467611;13629169;11378036;11795159;65241585;11587338;-35992777;9887423;50524464;10908944;-27716672;8955829;38596435;9129398;-29898632;83905325;5392912;27179855
Muse - Hysteria.mp3;17561105;46736978;9,29E+15;4,97E+16;[92.28515625];408;2,17E+15;5,26E+15;4,71E+15;-61010765;677437;10286442;22778933;-22015676;15857152;4719251;15594678;-51505327;9838603;20941757;6652132;-49566603;8424669;15841406;8821273;-5150991;9052198;12467511;11173706;-79971514;7949953;11543621;9944838;-65220795;685279;39989853;2929557
TOKYOPILL - Ethereal (Maya X Pionas Remix).mp3;103996485;41557252;1,40E+15;7,82E+15;[86.1328125];176;2,66E+16;1,07E+16;5,44E+15;-10282637;9104665;864257;44403282;8443936;19934752;21161894;11101845;-74122195;7402275;-12200519;1257279;45746508;920283;5834997;66841626;-18401325;58640075;-20554013;5542495;-2818424;52980623;22476232;54810553;-10357911;5241348;39307776;28444442
Kevin MacLeod Splashing Around - 128K MP3.mp3;19741787;96240334;8,81E+15;7,53E+15;[135.99917763];340;2,25E+16;8,92E+14;4,97E+15;-15096304;11047285;69675674;3269131;51863227;28891298;1930994;27390305;43749514;20531385;7805773;20374525;-2112374;11189548;68545895;10667695;498927;10997425;887749;10941406;-74339205;12975664;-9137949;11943284;-79950557;1337446;2556378;30312496
Warkop DKI Ke Bali 2.mp3;110048436;77084035;5,66E+15;2,33E+16;[161.49902344];802;9,85E+15;2,63E+16;1,80E+16;-23809128;7458116;15227626;35581444;-2094974;4046106;7418716;25915483;10826017;1890512;-15916404;16777302;28424308;16620161;-1378204;136829;-11357834;1321431;-79259735;13550538;-8446915;12805211;-17229953;1292497;-8141569;11010597;3191534;32080668
Tangga-Terbaik Untukmu.mp3;2165359;11121856;8,35E+15;5,67E+16;[123.046875];555;1,93E+15;8,52E+14;4,08E+15;-10915606;12833357;10421168;3801996;28711984;26101616;2296929;1852481;15141524;15969761;41204095;16343006;1951557;12337518;24254963;13963981;-5597399;12294146;4626791;14315365;-9305389;11550094;15685167;10333969;-9500342;10474639;33884522;30732894
Indonesian Voice 2004-Rumah Kita-A Tribute To Ian Antono-Armand Gigi, Andy RIF, Glenn F, Fadly Padi, Kikan Cokelat, Roy Boomerang, RATU, Dura So7, Audy, Rio F, Warna, Ahmad Albar.mp3;19580777;882989;1,14E+16;6,31E+15;[143.5546875];598;2,39E+15;9,02E+15;5,06E+14;-641018;9830672;9166847;39083748;-589935;22834074;13673729;1962546;13722565;12141549;68614407;12248779;-16979517;11040737;30449057;10593002;-11436515;9733531;4376883;11148979;-34525533;8635661;1962056;8921402;-3806925;77611055;34915194;29623112
Silentó - Watch Me Whip, Watch Me Nae Nae (Dembroi 'Jersey Club' Remix) Free.mp3;22838406;11108442;9,77E+15;7,98E+14;[143.5546875];416;2,59E+16;1,00E+16;5,50E+15;-9283004;11313537;6589929;3351343;-15921172;31661486;17574106;21295296;26866436;20970053;44125468;22748161;22011955;18695593;119969994;17451372;-2699837;13123609;6639346;14082937;-19155567;13273784;79449596;11269684;19287447;10685831;4604174;30259794
superglad-nona mlm.mp3;3026051;12927888;691484375;4,10E+15;[86.1328125];275;1,63E+16;6,16E+15;3,28E+15;-55570557;11661329;12321246;3529632;-26002129;19737276;29070019;13768254;21201897;11355498;20600908;9787942;105818815;7637632;10897412;12340354;4985611;79481163;-9713948;95272455;-27424304;72422547;4141399;68060203;-6508636;7478624;40902442;29514036
The Rock - Munajat Cinta.mp3;2626381;9909882;8,26E+14;3,74E+15;[151.99908088];403;1,94E+16;5,54E+15;4,05E+15;-48699455;8934167;982692;24942162;-15319609;16035084;44628323;1497894;14554674;9321018;14022938;9453264;12677104;7230375;12883366;75236635;14628977;7172215;932362;806889;-12584399;74139447;37726393;70002065;-67870383;6373942;39591134;2924419
Owl City - To The Sky.mp3;110140346;51532738;1,10E+16;7,36E+15;[172.265625];584;2,46E+16;9,55E+13;5,28E+15;-12468996;110869774;8249125;32943474;11717492;19984928;18246151;15933144;70355687;12882621;4096556;12231218;12624658;11453462;5306837;9727246;-35663848;9796456;-18576269;9968901;-74472117;8512413;-10151109;7459551;-6569867;77130847;36590835;29388946
Maroon5 - One More Night.mp3;10727696;4533291;1,34E+16;7,87E+14;[92.28515625];340;2,95E+16;8,83E+15;6,22E+16;-11994798;94112015;57307137;28738167;-26100228;22274332;144309;17798685;-771091;13825956;52515774;1530651;-5462203;12702008;3247594;11518075;-18804864;11973639;3741233;10691969;-12803243;10840758;2342609;10694479;-15783902;9565472;3561461;3035669
Anji - Berhenti Di Kamu.mp3;16317667;7007128;6,45E+15;4,15E+16;[129.19921875];483;1,59E+14;8,20E+15;3,22E+15;-14222343;9586192;13537665;39322308;12628698;18489988;-7154987;16900389;8508747;12865563;3566147;10851241;-9942052;10666003;47946057;109457445;-11583424;10209832;-7333009;11573287;-6259935;101920805;-1032671;105888815;-10291574;8490988;27858648;2938087
JKT48 - Boku to Juliette to Jet Coaster.mp3;57897903;1279725;1,59E+15;5,23E+15;[103.359375];429;3,04E+15;6,10E+15;6,31E+15;-12826483;4176588;662706;19954844;-4739838;15954869;24925457;136197605;24092348;981382;59520636;9314433;4754351;8675383;-8852517;829378;8966143;78180385;44971814;6543452;-4980314;64458494;52197676;626422;-38400266;6458916;41990778;28286475
Siti Nurhaliza-Bukan Cinta Biasa.mp3;14789766;8322047;1,07E+16;8,05E+15;[112.34714674];480;2,30E+15;9,21E+15;4,74E+15;-13435349;108043495;8623864;34740265;-18169861;24029074;18733139;18393042;50804925;17094126;-10088506;15859142;28090494;15564891;-42115884;14635089;-41128726;117163925;20563684;12666158;-14022809;12119436;-3701762;10696293;-10824268;12106217;28598803;29933634
Perempuan Paling Cantik Dinegeriku.mp3;29085112;5863452;1,55E+15;5,18E+15;[129.19921875];565;2,83E+15;5,77E+15;6,06E+16;10008759;7147542;8565725;1794689;-21057558;14978292;43827396;1222256;-24776375;10192499;30536295;10626549;-26601397;10387407;24592123;8646343;-25276249;9974124;21014322;8988187;-23353388;826503;1684422;76916275;-20237333;77566676;3733181;28956503
Last Child - Pedih.mp3;16409294;627436;1,09E+16;5,58E+16;[99.38401442];441;2,46E+16;7,91E+15;5,47E+15;-92923096;8770721;72910614;26049366;16999651;1658011;2489133;18156734;9859187;1148525;22332706;11263817;-9479595;10820073;1787804;9860205;-13450898;97745;-39734554;10465319;-11433538;917148;-6200132;8721799;-12140525;85042305;2875771;29136005
Eren-Takkan Pisahkan.mp3;27039483;76338634;8,48E+15;3,86E+16;[123.046875];543;2,06E+15;7,54E+14;4,60E+15;-4892044;9284085;1077897;34663307;5476579;19647718;18094238;16161299;77450624;12858726;61722984;11216303;43813324;10865219;-33291218;9680099;-13535436;10773245;10911367;10923836;-7417328;9703459;2881245;8024876;-8102447;8411245;30791277;29441708
Fatin Shidqia Lubis-Aku Memilih Setia.mp3;18359964;9122558;6,15E+15;2,68E+16;[67.99958882];300;1,55E+16;5,60E+15;3,28E+16;-123434166;10336209;12831772;34020756;19755976;16724827;22156128;17679998;41159453;10954086;4311673;10739642;36062293;8578948;-7623482;8773047;21799972;8923368;46322722;8451037;-6998838;9218766;13148705;72958975;-24110649;76584826;29966855;29115137
Bruno Mars - That s What I Like  Official Audio .mp3;23465298;10506617;1,20E+16;9,24E+15;[135.99917763];435;2,80E+15;1,08E+16;5,91E+15;-6735422;8997129;6534693;364653;4396177;2618304;16178661;20790468;5532696;15045514;11695816;14242934;-24151797;13977032;5790922;13179832;10536917;11978814;57042336;11215065;18536128;10540197;3562369;96035185;-14643179;8972155;42319036;31240073
snow-ghosts-the-hunted.mp3;27605972;13310695;4,79E+15;4,28E+15;[99.38401442];231;1,45E+15;6,94E+15;2,99E+15;-8183594;9519222;13806541;3808828;408886;238387;27031406;11119776;10479637;8931893;12794673;9168232;804674;7022556;18314658;8617535;-7360963;54368753;26480083;8034871;18429325;6863439;45992684;60755606;34761071;5800427;42797622;29283324
Un Myung (Destiny)-Full House OST.mp3;23708963;10770325;9,94E+15;5,16E+15;[103.359375];404;2,42E+14;8,60E+15;5,51E+14;-73760345;11109821;8378797;28231756;16481308;25022018;2693469;16800709;9465723;13598657;9177889;10422734;22662547;10402207;70516315;98595;-4534497;9579437;56760347;9803873;15531703;9586904;-47400575;9650954;235904;10216191;34151244;2970815
shalawat cinta -  uje.mp3;16158271;5196331;1,03E+16;5,91E+15;[123.046875];588;2,10E+16;7,89E+15;4,42E+15;-7897107;7610825;10255321;2736565;199979;21636114;2171638;13909462;-46945305;13477821;15315057;9129438;-16773547;9753189;8893676;74892125;-17050397;8346539;31570246;8783525;-61920434;8184859;554084;71326537;-35780313;70132422;35874268;29772764
Punk Rock Jalanan.mp3;24968897;9473129;8,25E+14;3,87E+15;[143.5546875];703;2,26E+15;5,62E+15;5,05E+14;-55273964;460327;8641065;20144754;4957267;18202118;2559511;12542812;-5460673;12060397;5374271;12220883;18804168;10331514;26514182;9687727;-23419492;9441605;71924343;8214778;-1254157;8852647;26252787;7395416;-26178389;8657662;3398529;30566984
Arash Ft. Helena - Broken Angel.mp3;2530964;8684166;1,03E+16;7,23E+15;[112.34714674];342;2,32E+15;8,10E+15;4,99E+16;-43644653;7375187;9026304;26570827;-35954607;1839177;13123014;16830076;17961618;14098695;5345588;13629237;-414989;10137436;36030335;11102766;-4695111;9822158;583326;10217208;-4423685;11101077;-2585858;9175112;-34303184;9472896;29231867;295775
Katy Perry - Part Of Me.mp3;23844871;7537525;1,14E+16;5,49E+14;[129.19921875];323;2,63E+15;7,79E+15;5,82E+15;-3209697;82857735;81312965;28230324;12052469;17155529;16172768;1235825;8687542;9873462;9529941;1095895;3426935;815874;9128509;8763477;12933594;8316801;8214494;8357179;14099995;6922133;7426756;7040955;-98534155;7066248;379608;2969246
Dono_Kasino_Indro_Nanu_-_Warko.mp3;1162254;9774186;7,92E+15;4,14E+15;[143.5546875];648;1,53E+16;5,88E+15;2,83E+16;-19000638;7753549;1355779;3533267;-21630718;29661692;74908943;22541317;-14720542;16419874;-8251189;11869328;-3742907;14209576;-6468971;11891873;-57314224;11222331;34100568;10244526;-32988462;1261647;-11562577;8697302;-42225256;9747462;3637721;3113131
Alan Walker - Faded (W&W Festival Mix) myfreemp3.vip .mp3;19964017;14471033;1,16E+16;6,26E+15;[151.99908088];495;2,53E+16;8,77E+14;5,29E+15;-6928445;10057985;8327297;3806359;-18593771;19948658;584346;13802996;-10537075;12721554;43389206;142783785;31210492;1197726;13819029;13153281;-15299184;10206487;2846051;10134889;-4596852;9406565;19010566;9087458;-41490638;8181298;35614127;300735
nayer ft pitbull & mohombi - suavemente.mp3;28470877;93573205;1,23E+15;6,36E+15;[129.19921875];464;2,86E+15;7,29E+15;6,14E+15;-46171117;653718;6962386;23850212;-24342105;18444986;18622261;14796917;3021202;13298834;42526417;12387537;16977437;12035914;3971765;9628452;-9371858;935646;9539192;10683773;4297269;9292725;73458614;941056;-16758902;901179;42004624;2912502
Dono_Kasino_Indro_Nanu_-_Warko(1).mp3;11727998;93758695;7,48E+15;3,09E+16;[112.34714674];563;1,54E+16;4,53E+16;2,99E+15;-1772678;748758;13305313;29240915;-24916477;23756123;79326873;17408749;-32109627;15700249;-6465297;12368399;-14232273;12713714;-10313211;11160266;-9787477;11713356;-21957788;9434738;-6187246;9568454;1894262;76994624;-73266945;8240344;36635557;315547
Warkop DKI Belajar 2.mp3;6696382;5254424;6,60E+15;2,73E+16;[99.38401442];500;1,28E+16;3,94E+16;2,28E+16;-26520245;7487272;13975793;28738955;-15223895;28679745;-9483472;22192604;-33356194;23680004;4050038;16417055;-4583395;21604097;-2935041;16846766;-8361863;15479282;26016998;14874463;-8678874;12300446;-885702;11817527;-78499026;10602681;3274857;3159343
Hitak - Star Walkin-'.mp3;29412672;9835558;1,88E+16;8,87E+15;[161.49902344];429;3,91E+16;8,60E+15;7,92E+15;4900044;6908036;39803837;22751118;21629604;24937948;8981686;13419049;-70650655;17138433;70399427;14310999;-70603;14467161;-61816615;11552523;-8327401;13075936;-16020498;12995635;30544665;11310629;2687219;11420096;-9945461;10239236;38268602;3008127
Fatin Shidqia Lubis-Diamond.mp3;15345651;32063864;1,56E+16;6,80E+15;[92.28515625];255;3,09E+15;7,94E+15;6,94E+15;-4917575;4302246;7049106;21888891;9334974;22699976;17248884;14689054;10710478;10024491;-2654963;11295555;-5036477;9147885;-27758853;882153;31640825;82481575;12679415;79648256;-68823686;79825873;-39080763;6960646;-50334725;63876414;33846068;2923825
ITZY - Dynamite.mp3;30327064;14403537;1,04E+16;8,18E+15;[123.046875];334;2,71E+15;9,61E+15;5,99E+15;-3789362;8334059;7362353;35137344;10857247;2622934;15086676;20234846;595418;156852865;74980984;15648121;5428769;13554228;529895;12602776;26435323;11204798;63135095;11101981;-11027863;9537442;4377686;9402473;24538505;8974994;4393769;3129839
Katy Perry - Last Friday Night (T.G.I.F.).mp3;29105613;94694585;1,19E+16;6,28E+15;[123.046875];480;2,64E+15;8,85E+15;5,58E+14;-10247825;7007165;8158957;35947243;-71967096;24390137;18023952;17643457;4733795;12986149;702561;12565855;35760067;9507635;6724544;879615;23443418;79056993;11222346;79080553;-2590126;7946804;67637377;72440057;29150329;71255927;43414995;2922582
Last Friday Night (T.G.I.F.).mp3;29105613;94694585;1,19E+16;6,28E+15;[123.046875];480;2,64E+15;8,85E+15;5,58E+14;-10247825;7007165;8158957;35947243;-71967096;24390137;18023952;17643457;4733795;12986149;702561;12565855;35760067;9507635;6724544;879615;23443418;79056993;11222346;79080553;-2590126;7946804;67637377;72440057;29150329;71255927;43414995;2922582
ITZY - Crown On My Head (YEJI).mp3;30348346;104196325;1,20E+16;6,93E+15;[161.49902344];503;2,82E+15;7,38E+14;6,09E+15;-16110477;8013391;6800871;2689246;-29345064;27234602;24243397;1731452;69508257;14739361;6137151;13702226;-39728909;9498964;73588266;12265205;29919963;9126569;54294662;949682;-18875189;922308;14852725;917591;-29397392;9434859;40756965;29954994
One Direction-One Thing.mp3;20827937;1012211;1,26E+15;6,63E+13;[129.19921875];407;2,62E+16;8,50E+15;5,56E+15;-49223965;11509521;7873139;31983908;-9354392;17258877;20426805;13360288;63553314;11540413;113650055;11054697;-2661755;883235;11757439;856531;23334599;8766152;11142411;10895913;-1900368;75012527;8520555;8805031;-13191842;69038177;39475253;29414406
Cita Citata-Sakitnya Tuh Disini.mp3;24034928;9196952;1,13E+16;8,12E+14;[129.19921875];407;2,80E+15;9,02E+15;6,48E+15;-5001516;825317;7550485;2795051;21432539;21389135;1484431;15465759;36661577;13934542;28131511;12479126;-33106783;11648101;15264689;107477045;-1195328;9767728;4730263;8491308;-68827806;8466081;-2879549;75642314;-8119281;793983;34259307;29690892
D'Bagindas-Yang No 1.mp3;19081795;7088095;1,09E+16;5,76E+15;[117.45383523];362;2,44E+16;8,77E+15;5,29E+16;-71053795;13550702;7903146;28124474;49162292;22134342;28616522;19593235;11080503;12952466;6890401;9861305;-17926062;880691;76487474;8780424;-47357993;10453765;5584196;8187879;-27902973;83547325;-1756508;78003078;-50189734;6713018;3460562;29480177
Against All Odds.mp3;1806407;9914778;1,08E+16;7,58E+15;[117.45383523];371;2,50E+16;1,08E+15;5,56E+12;-10109881;13675299;8013821;3140392;6421758;22129053;19146011;16403946;15950232;13374886;-27381785;1457667;56765544;13197622;-24681623;10841171;-7042754;10068975;5681241;11433327;-12431084;12368184;15886979;93384495;-8377072;9072893;29125893;30133826
Echosmith Goodbye.mp3;2287898;11943657;8,74E+15;6,56E+15;[112.34714674];384;2,41E+16;1,09E+15;5,49E+16;-10608532;10515757;8498648;37708282;15331892;23952034;16928701;16740852;9767238;159206;19207512;18123877;64423795;13720986;-66909456;15953128;-8662132;12889746;3580757;12742195;-68291626;11856467;24360833;1024259;-60227466;12213476;34552997;30833527
coboy junior - kamu.mp3;13784814;6567683;9,38E+15;5,76E+15;[123.046875];434;2,52E+15;7,15E+15;5,72E+15;-11073828;5040134;8287446;21177275;6027117;18323442;15162069;16305529;6303988;12737778;4900836;130376625;6557641;110317;-29837992;12382989;-6249734;10560413;27858138;9984268;-57160497;10421319;24410717;8396597;-28429914;8657452;37707776;30803034
Ari Laso ft. Ariel Tatum-Karena Aku Telah Denganmu.mp3;17268354;104510844;7,02E+15;4,24E+15;[89.10290948];308;1,68E+16;6,85E+15;3,43E+15;-12840639;113415016;12224681;2999847;8296861;19843513;1547562;169272;39559407;11805756;35086772;1173164;-4509873;993246;60465746;10090624;-2815704;10325991;48278894;10774686;-19446955;9356601;69687325;8100098;-33433344;8586925;31586316;2929725
Super_Girlies_-_Hip_Hip_Hura.mp3;25327545;58816697;1201171875;4,57E+15;[99.38401442];363;2,69E+16;5,66E+15;5,83E+15;-5796061;7115117;7342396;17120405;-68744056;1691487;26104269;13694531;77584124;8785425;827499;11117084;62223744;9017855;63527637;8409049;19850826;8015928;18542334;7201348;-12703377;70480933;4236855;6149318;-28496752;8027646;42666063;28262442
Linkin Park - Papercut.mp3;2886271;8101987;1,49E+16;6,33E+15;[151.99908088];298;2,83E+16;6,87E+15;5,79E+15;23548996;7553773;68611115;22364983;-14627559;18692886;24153543;14335219;71259637;10243577;98298645;9170409;36325362;9670487;9493203;8071321;22587461;74589906;8371017;75768037;40717205;7073834;66724596;6236529;-85872567;59364095;5088208;26947507
